id	date	tags	likes	dislikes	count_comments	count_views	duration	sec_duration
MiFdZ_qoJqI	2018-07-12T16:00:38.000Z	['Intel Xeon', 'Xeon для игр', 'xeon для дома', 'xeon 2011', 'xeon 2011-3', 'xeon 1155', 'xeon 1156', 'xeon 1151', 'xeon 1151v2', 'какой xeon выбрать', 'xeon и huanan', 'материнская плата huanan', 'Intel C246', 'Intel Xeon E', 'E-2124', 'E-2124G', 'E-2126G', 'E-2136', 'E-2144G', 'E-2146G', 'E-2174G', 'E-2186G']	5647	124	373	95734	PT6M38S	398
0QQx5xZWr2A	2018-07-09T08:44:02.000Z	['Zhaoxin KaiXian', 'ZX CPU', 'Hygon Dhyana', 'Raja Koduri', 'Intel GPU', 'Intel Graphics', 'Qualcomm Centriq', 'Ampere ARM CPU', 'Zen3', 'Ryzen 2800H', 'Vega 11']	7682	163	566	134115	PT6M43S	403
CeqgaNQ90kQ	2018-07-06T19:01:12.000Z	['FPGA', 'ПЛИС', 'Tensor Cores', 'TPU', 'ASIC', 'Mining', 'Майнинг', 'Xilinix', 'VCU1525 mining', 'Xilinx Virtex UltraScale+ mining', 'интервью intel', 'pro hi-tech', 'prohitech', 'прохайтек', 'про хай-тек']	3769	94	316	52603	PT9M49S	589
0BOotzKFiNQ	2018-07-03T21:41:33.000Z	['Intel Core i9-9900K', 'i7-9700K', 'i7-9700', 'i5-9600K', 'i5-9600', 'i5-9400', 'i3-9300', 'i3-9100', 'Ryzen 2300x', 'Light Smartphone', 'Lite Smartphone', '9 camera smartphone', 'light 9 camera smartphone', 'смартфон с 9 камерами', 'новости IT', 'новинки IT', 'новости Hi-tech', 'новости ПК', 'новости Intel', 'новости AMD', 'новости Android', 'новости смартфонов', '64 Mpix Smartphone', '1151v2', '8 core intel cpu']	5361	67	287	75071	PT7M	420
XSfmrJK43Hc	2018-06-30T21:53:57.000Z	['NDA Nvidia', 'NDA NVDA', 'НДА Нвидия', 'игровая зависимость', 'игромания', 'igromania', 'зависимость от видеоигр', 'болезнь игромания', 'whiskey lake', 'WHL-U']	5152	134	527	69338	PT11M26S	686
HV3shkyK8Qw	2018-06-28T18:21:08.000Z	['лучшие программы для android', 'бесплатные программы для android', 'free apps for android', 'best apps for android', 'top apps for android', 'top 10 apps for android', 'топ 10 программ для android', 'топ программ д']	3039	607	446	56459	PT13M29S	809
0MLwkrKMCoo	2018-06-27T22:17:59.000Z	['CPU Intel', 'CPU AMD', 'процессор Intel', 'процессор AMD', 'какой процессор выбрать', 'Intel или AMD', 'интел против АМД', 'процессор der8auer', 'derbauer', 'der8auer', 'caseking']	6711	107	505	88585	PT8M32S	512
4Hn2spqtCkU	2018-06-26T12:14:40.000Z	['новости IT', 'новости технологий', 'новости гаджетов', 'новости Intel', 'новости AMD', 'i7-8800K', 'i7-8800', '8 ядер 1151v2', 'Qualcomm Snapdragon 1000', 'ARM для ПК']	7759	109	1001	94555	PT8M4S	484
8gsnktE4cCY	2018-06-25T08:01:26.000Z	['выбор монитора', 'как выбрать монитор', 'какой купить монитор', 'стоит ли покупать монитор для игр', 'какой выбрать монитор для игр', 'игровой монитор', 'геймерский монитор', 'монитор gsync', 'монитор для работы', 'монитор Va', 'монитор IPS', 'монитор qled', 'монитор TN']	52971	1290	3154	1278593	PT16M39S	999
UpYBFcTw15U	2018-06-13T20:05:08.000Z	['когда выйдут новые видеокарты', 'новые geforce', 'когда выйдут geforce volta', 'когда выйдут geforce ampere', 'когда выйдут geforce turing', 'купить видеокарту', 'купить gtx 1160', 'когда выйдет 1160', 'geforce 1160', 'Lenovo Legion Y530-15ICH', 'видеокарты нвидия', 'видеокарты джифорс', 'раджа кодури', 'видеокарта интел', 'видеокарта intel', 'ноутбуки Clevo', 'стоить ли покупать Clevo', 'ноутбуки XMG', 'ноутбуки DNS', 'ноутбуки Schenker', 'MSI и блогеры', 'давление на блогеров']	14854	192	1254	145731	PT13M55S	835
8bnzFEO3M3Q	2018-06-09T22:48:10.000Z	['какой ноутбук выбрать', 'какую видеокарту выбрать', 'какую оперативную память выбрать', 'выбор пк-железа', 'выбор материнской платы', 'новости IT', 'новости технологий', 'computex', 'computex 2018', 'AMD B350 vs B450', 'отличия B350 от B450', 'Asrock', 'MSI', 'ASUS', 'Gigabyte', 'Aorus', 'Geil', 'GTX 1070 Max-Q', 'нагрев i7-8750h', 'Sapphire']	7525	113	569	109848	PT21M2S	1262
rR7Z7Ti4G80	2018-06-07T18:37:40.000Z	['GaN-MOS', 'gan', 'gallium nitride', 'totem-pole', 'блоки питания seasonic', 'блок питания купить', 'ASUS ZenBook Pro 15', 'Zenbook S', 'ASUS Precog', '2950X', '2920X', '2900X', 'threadripper 2', 'threadripper 2000', 'intel 28 core', 'intel 28 ядер', 'ASUS ROG Dominus', 'Whiskey Lake', 'Amber Lake', 'какой CPU выбрать', 'какой процессор выбрать', 'какой ноутбук выбрать', 'обзор ноутбука', 'новости IT', 'новости high tech', 'movidius', 'галлий-нитрид']	7717	133	633	140910	PT22M8S	1328
hCdwdnjW6ms	2018-06-05T14:09:12.000Z	['когда выйдут новые видеокарты', 'когда выйдет процессор intel 8 ядер', 'intel 8900K', 'ASUS ROG Phone', 'смартфон ASUS', 'смартфон ROG', 'ASUS ZenFone ROG', 'ROG Phone Snapdragon 845', 'Rog Ryujin', 'блок питания Thor', 'ROG Ryuo', 'Thor 1200W']	5525	110	432	80338	PT10M32S	632
eH1ND4x44Kk	2018-05-28T18:05:47.000Z	['Acer Orion', 'Acer Helios', 'Acer Helios 500', 'купить компьютер acer', 'купить ноутбук acer', 'новости IT', 'новости технологий', 'Ryzen 3000', 'AMD Zen2', 'Ryzen 3200', 'Ryzen 3300', 'Ryzen 3400', 'Ryzen 3500', 'Ryzen 3600', 'Ryzen 3700', 'Ryzen 3800', '16 core AM4', '12 core AM4', '14 core AM4', 'Vega 56 Mobile', 'Ryzen 1700 mobile', 'ASUS GL702ZC', 'Ryzen 7 2700 Mobile']	7554	173	567	117897	PT10M56S	656
3Vwp7lYhiJU	2018-05-24T15:19:48.000Z	['Acer', 'Ноутбуки', 'Ноутбуки на i9', 'Helios 500', 'Helios 300', 'Chromebook', 'PS5', 'Playstation 5', 'ZEN 3', 'Intel', '8 ядер', 'Z390', 'Розыгрыш Yi 4К', 'Конкурс', 'новости ит', 'новостиit', 'новости технологий', 'бородач', 'борода', 'рыжая борода', 'рыжебород', 'новости it']	4268	79	660	55330	PT15M51S	951
K1bKaKt-JBo	2018-05-22T14:57:02.000Z	['обзор samsung galaxy s9+', 'тест samsung galaxy s9+', 'обзор huawei p20 pro', 'тест huawei p20 pro', 'что лучше - samsung или huawei? galaxy s9 plus vs huawei p20 pro', 'тест камеры', 'тест видео', 'KZ-ZS5', 'SGS9+', 'galaxy s9 plus camera', 'galaxy s9 plus камера', 'смартфон', 'samsung galaxy', 'обзор', 'самсунг с9']	5681	507	730	201063	PT23M56S	1436
dOlXI0KxeaQ	2018-05-21T19:56:15.000Z	['intel 10nm', 'intel 7nm', 'техпроцессы', 'технологические процессы', 'реклама в мозг', 'qualcomm 10nm', 'qualcomm 7nm', 'tsmc 10nm', 'tsmc 7nm', 'globalfoundries 7nm', 'globalfoundries 10nm', 'нанометры в процессорах']	5539	153	389	82858	PT7M28S	448
l9NytzEOF20	2018-05-17T19:44:36.000Z	['Когда выйдут новые видеокарты', 'когда появятся видеокарты', 'когда появятся новые видеокарты', 'когда можно будет купить видеокарты', 'цены на видеокарты', 'снижение цен на видеокарты', 'подорожание видеокарт', 'видеокарты в продаже', 'видеокарты джифорс', 'видеокарты geforce 11', 'видеокарта GeForce GTX 1180', 'видеокарта GeForce GTX 1170', 'GTX1180 и GTX1170', 'видеокарты Turing', 'видеокарты Volta', 'видеокарты Ampere', 'S.T.A.L.K.E.R. 2', 'Stalker2', 'Stalker 2']	7562	175	391	118904	PT6M54S	414
MbfOW-NMLok	2018-05-15T13:07:12.000Z	['Когда выйдут новые видеокарты', 'когда появятся видеокарты', 'когда появятся новые видеокарты', 'когда можно будет купить видеокарты', 'цены на видеокарты', 'снижение цен на видеокарты', 'подорожание видеокарт', 'видеокарты в продаже', 'видеокарты джифорс', 'видеокарты geforce 11', 'видеокарта GeForce GTX 1180', 'видеокарта GeForce GTX 1170', 'GTX1180 и GTX1170', 'видеокарты Turing', 'видеокарты Volta', 'видеокарты Ampere']	8990	269	647	177209	PT10M55S	655
9SMH3govc_E	2018-05-14T16:59:25.000Z	['Acer Swift 3 15', 'Acer Swift 3 15 SF315 review', 'Acer Swift 3 15 SF315 обзор', 'HP Envy X360 15', 'HP Envy X360 15 bq102ur', 'HP Envy X360 15 bq100', 'HP Envy X360 15 bp103ur', 'Ryzen 5 2500U', 'обзор Ryzen Mobile', 'ноутбук с райзен', 'ноутбук ryzen', 'ryzen 5 или core i5', 'ryzen или intel', 'amd или intel', 'лучший процессор для ноутбука', 'выбор процессора для ноутбука', 'тест ноутбука', 'обзор ноутбука', 'как разобрать ноутбук', 'World of Tanks 1.0 ну ноутбуке', 'PUBG на ноутбуке']	7281	166	669	208767	PT17M49S	1069
-5FbTdUb4RQ	2018-05-05T11:09:37.000Z	['AMD B450', 'AMD Z490', 'Intel Z390', 'SuperMicro c9z390-cg-iw', 'SuperMicro c9z390-cg-iw 3dmark', 'CPU Intel', 'CPU ARM', 'CPU AMD', 'какой процессор выбрать', 'какую материнскую плату выбрать', 'JDEC 4400', 'JDEC 6400', 'DDR5 CL42', 'Nvidia MLM', 'TSMC 3nm', 'TSMC 5nm', 'новости технологий', 'новости IT', 'новости ПК', 'ПК железо', 'computex 2018', 'coffee lake 8 ядер', 'i9-8900K', 'i7-8900K', 'Intel Optane 905P', 'ноутбуки на AMD Ryzen']	7457	119	359	98796	PT9M	540
siqYpAIGxMY	2018-05-02T23:20:22.000Z	"['команда мечты AMD', 'AMD dream Team', 'Intel Dream Team', 'Раджа Кодури', 'Raja Koduri', 'Крис Хук', 'Chris Hook', 'Джим Келлер', 'Jim Keller', 'сговор производителей памяти', 'суд', 'иск', 'жалоба', 'сговор', 'картельный сговор', 'Samsung и Micron и SK Hynix', 'цены на оперативную память цены на видеокарты', 'видеокарты nvidia', 'видеокарты amd', 'amd vega 20', 'amd vega 12', 'Стив Бёрк', 'Stephen Burke', ""Gamer's Nexus"", 'гетерогенный процессор Apple', 'apple heterogenius cpu', 'конец Kaby Lake-X', 'Vega 20', 'Vega 12']"	8218	150	652	126863	PT11M6S	666
DkG_Q-_gb5w	2018-05-01T06:51:14.000Z	['как выбрать оперативную память', 'выбор памяти', 'сколько брать модулей оперативной памяти', 'сколько брать плашек память', 'два модуля против четырех', 'два против четырех', 'как покупать оперативую память', 'выбор RAM', 'выбор оперативной памяти', 'разгон оперативной памяти']	10129	236	677	176751	PT3M31S	211
ot_FpQxd5X0	2018-04-29T17:20:48.000Z	['AMD RYZEN 3 1300X', 'GIGABYTE AB350 GAMING 3', 'SAMSUNG DDR4@3200 2x4', 'GEFORCE GTX 1050 TI', 'ZALMAN MIDITOWER N2', 'AEROCOOL VX-600 RGB', 'SSD SAMSUNG EVO 860', 'HDD TOSHIBA', 'недорогой игровой компьютер', 'выиграть компьютер', 'компьютер бесплатно', 'пк бесплатно', 'пк конкурс', 'конкурс игровой пк', 'конкурс игровой компьютер']	3645	157	617	50141	PT4M29S	269
IVqHHFSKALM	2018-04-28T20:12:02.000Z	['7нм', '10нм', '7nm', '10nm', 'CPU Technological process', 'GPU Technological process', 'Intel X399', 'Intel Z390', 'AMD 7nm', 'Intel 10nm', 'новости технологий', 'новости IT', 'Бородач', 'Рыжебородый', 'Огненнобородый', 'Меднобородый', 'Сергей Сафонов', 'Новости с Бородой']	6801	123	400	90703	PT7M15S	435
iwtnqqGqOLE	2018-04-26T16:47:34.000Z	"['какой процессор выбрать', 'какой CPU выбрать', 'Pentium против i3', 'Pentium vs i3', 'i3 vs i5', 'i5 vs i7', 'i3 против i5', 'i5 против i7', 'Pentium 2400 Mhz', 'i3 2400 Mhz', 'i5 2666 Mhz', 'i5 2667 Mhz', 'Core i3-8100', 'Core i3-8300', 'Pentium Gold G5400', 'Pentium Gold G560', 'Core i5-8400', 'Core i7-8700K', 'Far Cry 5', 'Ghost Recon Wildlands', ""Assassin's Creed Origins"", 'Watch Dogs 2', 'PUBG', ""Player Unknown's Battleground"", 'War Thunder', 'World of Tanks 1.0']"	6300	356	958	127304	PT10M27S	627
xgYMLp_99Rk	2018-04-22T21:02:49.000Z	['Kaby Lake G', 'Intel Radeon', 'Intel Cannonlake', 'какой процессор выбрать', 'когда выйдут новые видеокарты']	6494	136	432	97014	PT7M12S	432
WCiOgbOhPpA	2018-04-20T21:15:37.000Z	['Процессоры AMD', 'интервью AMD', 'Джеймс Прайор АМД', 'James Prior AMD', 'amd interview', 'amd cpu', 'процессоры AMD', 'процессоры AMD FX', 'процессоры AMD Ryzen']	7513	91	718	102993	PT17M17S	1037
PM5tmtED-I4	2018-04-20T05:36:42.000Z	['Процессор амд', 'выбор процессора', 'амд или интел', 'райзен или интел', 'ryzen или core i7', 'AMD Ryzen 7 2700X', 'AMD Ryzen 5 2600X', 'Intel Core i7-8700K', 'AMD Ryzen 7 1800X', 'тест в играх', 'Assassin’s Creed Origins', 'Far Cry 5', 'Ghost Recon Wildlands', 'Watch Dogs 2', 'Battlefield 1', 'стриминг', 'OBS', 'лучший процессор для стриминга', 'выбор процессора для стриминга', '3DMark FireStrike', '3DMark TimeSpy', 'Corona Benchmark', '7-Zip', 'POV-Ray', 'Cinebench R15']	8819	414	1432	223873	PT8M57S	537
BrcAMdmNiyM	2018-04-19T13:01:22.000Z	['Ryzen', '2700', '2700x', '2600', '2600x', 'ryzen 2000', 'райзен рефреш', 'райзен 2 поколение.', 'обзор', 'репортаж', 'ryzen 2700x', 'ryzen 2600x', 'рузен']	7950	102	763	139818	PT12M13S	733
5SRQwpdYhao	2018-04-16T10:53:12.000Z	['Бородатая прокачка твоей ПКшной тачки', 'Бородатая прокачка твоей ПеКашной тачки', 'proкачка ПК', 'ПК на прокачку', 'компьютер на прокачку', 'boost my pc', 'моддинг', 'modding', 'pc modding', 'pc tuning', 'моддинг пк', 'corsair case modding', 'carbide 600T modding', 'как сделать моддинг', 'сколько стоит моддинг', 'Corsair Graphite 600T', 'ПеКа на ПРОКАЧКУ', 'тачка на прокачку', 'сборка игрового пк', 'компьютер для игр', 'как собрать пк', 'сборка компьютера', 'собрать пк', 'игровой компьютер', 'пк для игр', 'помощь зрителю']	7566	439	1007	90099	PT28M19S	1699
11rmR6Jwc84	2018-04-11T18:59:29.000Z	"['i9-7980XE', 'тест ядер процессора в играх', 'количество ядер в играх', 'какой процессор взять для игр', 'Watch Dogs 2', 'Far Cry 5', ""Assassin's Creed Origins"", 'Ashes of Singularity', 'Total War: Warhammer II', 'на минималках', 'на максималках']"	37053	927	2512	837517	PT8M18S	498
duomvfhSlQw	2018-04-04T09:00:49.000Z	['a320', 'AMD', 'intel', 'mi band 3', 'Xiaomi\u200e', 'GoPro', 'x4 950']	4629	32	267	58689	PT6M11S	371
lT7_Ah4D2Jk	2018-04-04T05:54:58.000Z	"['i5-8400', 'b360', 'h310', 'z370', 'h370', 'чипсеты интел', 'чипсеты intel', 'чем отличаются материнские платы', '2666 мгц', '2666 mhz', 'intel chipsets', 'ASUS TUF B360-PRO Gaming', 'Escape from Tarkov', 'World of Tanks 1.0', 'Watch Dogs 2', ""Assassin's Creed Origins"", 'Far Cry 5', 'PUBG', 'i5 vs i7', 'i5-8400 vs i7-8700k']"	6906	440	989	237065	PT15M2S	902
MI_4_RbR09o	2018-04-03T07:00:01.000Z	['Core i+', 'Core+', 'Core i9', 'Intel H310', 'Intel H370', 'Intel Q370', 'Intel B360']	6455	78	478	80378	PT5M40S	340
6dY-kXuq1LQ	2018-03-31T05:36:38.000Z	['Intel или AMD', 'интел против амд', 'intel core i7 или ryzen 7', 'intel core i5 или ryzen 5', 'intel core i3 или ryzen 3', 'интел кор против райзен', 'выбор процессора', 'Zenith D1', 'Zenit D1', 'Зенит Д1', 'Российская б']	5414	101	864	74113	PT6M11S	371
IxjydzXg6cs	2018-03-29T19:52:57.000Z	"['Intel NUC Hades Canyon', 'i7-8709G', 'Radeon RX Vega M GH', 'Radeon RX Vega M vs GTX 1060 MaxQ', 'Radeon RX Vega M vs GTX 1060', 'купить процессор intel', 'купить процессор amd', 'купить vega', 'какой процессор выбрать', 'как выбрать пк без видеокарты', 'i7-8809G', 'ASUS MB16AC', 'nuc8i7hvk', 'lenovo explorer', 'microsoft mixed reality', 'oculus rift', 'Far Cry 5', ""Assassin's Creed Origins"", 'Ghost Recon Wildlands', 'Watch Dogs 2', 'NUC8i7HVK', 'NUC8i7HVK обзор', 'intel nuc hades canyon review', 'игры', 'testing', 'review']"	8060	312	742	245196	PT19M36S	1176
EKhMcHKiSGc	2018-03-27T07:54:41.000Z	['AMD Ryzen 2700X', 'AMD Ryzen 2600X', 'AMD Ryzen 2600', 'cpchardware', 'canard pc hardware', 'процессоры AMD', 'пк железо', 'новости пк']	4462	119	544	77762	PT7M17S	437
n2UgMhN3Jf4	2018-03-23T08:16:56.000Z	['Процессоры Intel купить', 'новости Intel', 'новости Seagate', 'частота оперативной памяти', 'частоты памяти', 'указанная частота RAM']	4658	90	454	80592	PT5M48S	348
3bT6XgbQQFg	2018-03-22T17:22:57.000Z	['NUC HADES CANYON', 'KABY LAKE G С VEGA M', 'VEGA GL', 'VEGA GH', 'AMD RADEON INTEL', 'INTEL RADEON', 'NUC', 'компьютер без видеокарты', 'Intel Core i7-8709G', 'Мария Кибкало']	5318	140	439	84206	PT10M25S	625
G_UgzkuOhIs	2018-03-13T11:34:18.000Z	['2200G vs A8', 'Raven Ridge vs Kaveri', 'Raven Ridge vs Godavari', 'AMD APU', 'компьютер без видеокарты', 'ПК без видеокарты', 'игровой компьютер без видеокарты', 'Gigabyte A88X G1 Sniper', 'Gigabyte AB350 Gaming 3', 'MSI B350I PRO AC', 'ASUS Prime B350-Plus']	5539	356	727	142555	PT15M22S	922
997oZ7Xx2Tw	2018-03-08T01:19:31.000Z	['Ryzen 2700X', 'Ryzen 2700', 'Ryzen 2600X', 'Ryzen 2600', 'процессоры AMD', 'процессоры Ryzen', 'купить процессор AMD', 'купить процессор АМД', 'купить процессор райзен', 'CPU AMD Ryzen', 'новости о процессорах', 'материнская плата X470', 'материнская плата B450']	5621	139	626	96619	PT5M35S	335
uFRKqq7RI34	2018-03-04T16:50:06.000Z	['i9 против Threadripper', 'i9 vs Threadripper', 'Intel Core i9-7980XE vs AMD Ryzen Threadripper 1950X', 'обзор процессора AMD Threadripper', 'обзор процессора Intel Core i9', 'Intel Core i9-7980XE', 'Intel Core i9-7890XE', 'AMD Threadripper 1950X', 'ASUS Strix X299-E Gaming', 'ASUS Prime X399-A', 'ASUS ROG ZENITH EXTREME X399', 'обзор материнской платы', 'тест материнской платы', 'optane на intel', 'optane на amd']	13278	466	1048	461558	PT11M5S	665
ul0BvXYH7xg	2018-02-27T11:08:34.000Z	['Цены на видеокарты', 'когда подешевеют видеокарты', 'цена на geforce ampere', 'цены на geforce turing', 'fsp water cooled psu', 'samsung galaxy s9', 'samsung galaxy s9+', 'sony xperia xz2', 'mwc 2018', 'sony xperia xz2 compact', 'qualcomm snapdragon 845', 'huawei matebook 10 pro 2018', 'новости IT', 'новинки IT', 'новости технологий', 'новости про ПК-железо']	6867	172	613	117445	PT7M15S	435
tP2ZWYhd7Ks	2018-02-25T19:05:22.000Z	['galaxy s9', 'перевод презентация', 'самсунг с9', 'galaxy s9+']	1174	155	110	31123	PT1H8M22S	4102
yto3ScpVCMA	2018-02-23T20:53:32.000Z	['Какой SSD выбрать', 'выбор SSD', 'выбор твердотельного накопителя', 'SSD Samsung отзывы', 'тест Intel Optane', 'Intel Optane 900P', 'Samsung 960 Pro', 'Plextor M8Pe', 'optane или ssd', 'аптейн', 'оптан', 'интел', 'память интел', '3д икспоинт', 'надежность SSD', 'сколько служит SSD']	4659	72	331	70936	PT6M4S	364
M4znA51RCWU	2018-02-22T09:24:13.000Z	['новости intel', 'когда уже intel', 'новости amd', 'когда уже amd', 'новости nvidia', 'когда уже nvidia', 'новости ryzen', 'когда уже ryzen', 'новости geforce', 'когда уже geforce', 'заклееная камера', 'надо ли заклеивать камеру', 'Coffee Lake', 'Pentium Coffee Lake', 'H310', 'B360', 'H370']	5246	94	461	80903	PT5M48S	348
TY8RlJFeAOc	2018-02-20T16:10:42.000Z	['Nvidia GeForce Ampere', 'Nvidia GeForce Volta', 'Nvidia GeForce Turing', 'новые видеокарты Nvidia', 'купить видеокарту Nvidia', 'где купить видеокарту', 'как купить видеокарту дешево', 'Intel HD Graphics', 'Ryzen 2200GE', '2400GE', 'Vega', 'AMD', 'Acer Orion 9000']	7068	339	1004	117818	PT16M13S	973
YuCso4KouV8	2018-02-17T04:00:02.000Z	['AMD Ryzen APU 2200G', 'AMD Ryzen APU 2400G', 'разгон APU', 'разгон AMD', 'разон Ryzen', 'тест Ryzen', 'тест APU', 'mGPU Vega 8', 'mGPU Vega 64', 'mGPU Vega 56', 'тест mGPU', 'не Dual Graphics']	12024	218	952	241391	PT15M24S	924
cuuvgaG_J4o	2018-02-16T10:56:49.000Z	['обзор смартфона', 'красивые обзоры', 'съемка на смартфон', 'съемка на android', 'видео на android', 'filmic pro', 'lg v30', 'lg v30+', 'zhiyun smooth q', 'не rozetked', 'не wylsacom', 'кино на смартфон', 'съемка видео на смартфон', 'как снимать видео на смартфон', 'как снимать на смартфон', 'как снимать на android', 'как снимать видео красиво', 'pro hi-tech', 'илья корнейчук', 'отличия LG V30+ и V30', 'что лучше взять LG V30+']	6234	226	743	154966	PT11M58S	718
Qtiiu7m6V4M	2018-02-12T14:03:22.000Z	['2400G', '2200G', 'AMD Ryzen', 'AMD APU', 'AMD Vega', 'Delid', 'Delidding', 'Скальпирование']	6517	144	748	125888	PT2M41S	161
ShOltD6hXqA	2018-02-09T08:18:17.000Z	['Когда выйдут H310', 'когда выйдут H370', 'когда выйдут Nvidia Ampere', 'когда выйдут GeForce Ampere', 'когда выйдут новые GeForce GTX', 'процессоры Intel', 'процессоры AMD', 'видеокарты Nvidia', 'новости IT', 'новости технологий', 'galaxy s9', 'exynos', 'samsung', 'Читаешь теги? Ну-ну']	6115	161	527	108829	PT7M21S	441
IxcFILuq10Q	2018-02-06T10:51:30.000Z	['Samsung', 'ASIC', 'Miner', 'Майнер', 'Самсунг', 'Intel', 'Intel Glass', 'intel vaunt', 'Ampere CPU', 'Ampere', 'Ampere Technologies', 'Ampere ARM', 'новости железа', 'новости IT', 'новости технологий']	6209	114	443	93603	PT6M43S	403
HJpjPwW-ERI	2018-02-03T11:24:49.000Z	['почему дорожают видеокарты', 'цены на видеокарты', 'цены GPU', 'цены GTX', 'цены GeForce', 'цены Radeon', 'купить видеокарту дешево', 'как купить видеокарту', 'где купить видеокарту', 'видеокарты не для майнинга', 'игровые видеокарты', 'geforce gtx 1050 ti', 'видеокарты Nvidia', 'видеокарты AMD', 'APU Ryzen 2200G', 'APU Ryzen 2400G', 'APU Ryzen 2700U', 'Xerox', 'Fujifilm', 'Fuji Xerox', 'Samsung Galaxy S9']	8714	306	662	167785	PT8M11S	491
AaTXPzan1L0	2018-01-31T17:49:57.000Z	['ASUS Xonar Essence One', 'Essence One Muses Edition', 'Xonar Essence AE', 'Xonar Essence STX', 'звуковая карта ASUS', 'стоит ли покупать звуковую карту', 'наушники', 'обзор', 'Meze 99 Classics', 'Beyerdynamic DT880 PRO', 'высокоомные наушники', 'Elac BS 182', 'Elac BS обзор', 'Atoll IN обзор']	2722	165	461	51536	PT10M28S	628
EO1RuIrjdI0	2018-01-30T06:41:30.000Z	['новости AMD', 'новости INTEL', 'новости криптовалют', 'что такое крипторубль', 'что такое криптовалюта', 'цифровая экономика', 'блокчейн', 'новости технологий', 'новости IT', 'Pro Hi-Tech', 'видеокарты', 'пк железо', 'ноутбуки', 'выбор ноутбука для игр', 'игровые ноутбуки', 'игровой ноутбук 2018']	5479	133	348	78276	PT6M30S	390
VDHA-TzNd7I	2018-01-27T12:53:59.000Z	['майнеры', 'майнинг', 'майнинг криптовалют', 'майнинг биткоин', 'майнинг эфир', 'майнинг зек', 'mining bitcoin', 'cryptocurrency mining', 'ethereum ming', 'zcash mining', 'claymore mining', 'новости майнинга', 'закон для майнеров', 'права майнеров', 'майнинг фермы', 'потенциал AMD RX Vega', 'новые видеокарты нвидия', 'когда ждать новых видеокарт', 'новости интел', 'новости intel', 'Майкрософт уходит из России', 'санкции майкрософт', 'майнер в законе']	6485	149	747	98024	PT9M54S	594
V6fh-aOrIzM	2018-01-26T06:28:26.000Z	['ASUS TUF X299', 'ASUS TUF X299 Mark I', 'ASUS TUF', 'обзор материнской платы', 'прямая установка кулера на кристалл', 'No IHS CPU Cooling', 'der8auer', 'Skylake-X Direct-Die-Frame', 'der8auer Skylake-X Direct-Die-Frame']	5466	223	511	84473	PT8M1S	481
ZjcCGHAm6yI	2018-01-25T01:39:43.000Z	['GeForce NOW', 'ключ для GeForce NOW', 'бета geforce now', 'geforce now для ПК', 'geforce now для Mac', 'тест geforce now', 'artesyn intel amd', 'artesyn max core', 'intel core cpu with radeon m graphics', 'AMD Radeon Technologies Group', 'AMD RTG', 'Lisa Su', 'Mike Rayfield', 'David Wang', 'Лиза Су', 'Майк Рейфилд', 'Дэвид Ванг', 'АМД Радеон', 'Нвидия Джифорс', 'Интел Кор', 'новости технологий', 'новости IT', 'Раджа Кодури', 'Raja Koduri', 'консоль или пк', 'playstation vs pc', 'xbox vs pc']	4457	148	426	92341	PT11M4S	664
cDDrgdBHx8U	2018-01-20T15:13:15.000Z	['Ryzen 3 с 8 ядрами', 'Ryzen 3 1200 8 cores 8 threads', 'Ryzen 5 1600 8 cores 16 threads', 'как купить ryzen дешево', 'как купить процессор дешево', 'Ryzen 2600', 'Ryzen Refresh', 'Zen Refresh', 'GeForce Post-Volta', 'видеокарты Nvidia', 'Pentium Coffee Lake', 'Celeron Coffee Lake', 'i3 Coffee Lake', 'h310 intel', 'h370 intel', 'b360 intel', 'новости ПК', 'новости железа', 'новости IT', 'новости технологий', 'новости гаджетов', 'когда выйдут новые процессоры', 'когда выйдут новые видеокарты', 'i7-9700K']	8230	249	865	144866	PT11M37S	697
8tAWiZQmgHE	2018-01-16T16:28:54.000Z	['Intel Arctic Sound', 'Intel Jupiter Sound', 'Intel Radeon', 'графика интел', 'видеокарта интел', 'Raja Koduri Intel', 'Raja Koduri AMD', 'Raja Koduri Radeon', 'МЦСТ', 'Эльбрус', 'Элвис Мультикор', 'Байкал', 'Байкал Т1', 'БФК 3.1', 'российские процессоры', 'купить компьтер', 'купить ноутбук', 'цены на компьютеры', 'цены на ноутбуки', 'пк железо', 'где дешевле покупать', 'pro hi-tech', 'сергей сафонов', 'i7-8670', 'Intel Core i7-8850H', 'Intel Core i5-8600T', 'Intel Core i5-8500', 'Intel Core i3-8130U', 'Intel Core i3-8121U']	10854	650	1332	274342	PT8M11S	491
zUkfDbwfaEw	2018-01-15T04:00:01.000Z	"['GTX 960 vs 1050 Ti', 'GTX 770 vs 1050 Ti', 'выбор видеокарты', 'какую видеокарту выбрать', 'какую видеокарту купить', 'покупка видеокарты', 'купить видеокарту онлайн', 'где купить видеокарту', 'куда пропали видеокарты', 'майнеры раскупили видеокарты', 'майнинг на видеокартах', 'pro hi-tech', 'Wolfenstein 2', ""Assassin's Creed Origins"", 'Ghost Recon Wildlands', 'Watch Dogs 2', 'Ashes of Singularity: Escalation', ""Player Unknow's Battleground"", 'PUBG', 'Inno3D1050 Ti']"	9432	228	1329	191188	PT8M7S	487
